domain,algorithm,model,token_id,token,count,source_file
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5044,memory,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,50932,merits,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,11546,mesh,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,1984,message,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,8999,meta,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,34689,metadata,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,1749,method,19,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5528,methods,19,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,18767,metric,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,17150,metrics,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5209,mid,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,2643,might,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,69376,milestones,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,11990,millions,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,28003,mim,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,1332,min,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,21877,minim,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,17832,minimal,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,9099,minor,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5906,mis,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,50460,mitigate,11,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,66860,mitigation,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,9709,mixed,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,1491,mod,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,1646,model,26,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,34579,modeling,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,61966,modelling,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,4211,models,27,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,29882,modifications,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,11041,modified,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,84049,modifies,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,67547,modulation,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,31206,molecular,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,810,more,20,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,23674,moreover,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,7648,most,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,54245,motions,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,25835,motivation,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,3351,move,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,7351,movement,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,19629,mt,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,1790,much,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,80149,multim,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,12842,multip,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5361,multiple,12,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,2011,must,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,34684,mutations,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,53579,mutually,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,452,n,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,7086,named,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5933,natural,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,18182,naturally,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,7138,nature,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,21546,navigate,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,8989,ne,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,7154,nearly,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,4541,necess,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5995,necessary,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,1205,need,4,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,39332,neglect,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,9760,neighbor,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,42617,neighboring,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,24997,nested,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,4009,network,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,14488,networks,9,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,30828,neural,10,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,502,new,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,2494,node,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,12248,noise,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,50380,noisy,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,2536,non,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,56733,nonetheless,26,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,75098,nonlinear,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,28289,notable,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,35146,notably,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5406,notice,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,23035,notion,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,44081,notorious,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,11775,novel,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,44340,np,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,82891,nuanced,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,68837,numer,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,35876,numerical,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,12387,numerous,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,1536,ob,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,1665,object,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,85121,objectively,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,26470,objectives,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,23846,observe,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,13468,observed,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,32116,obstacles,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,12446,occur,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,10222,occurred,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,13980,occurs,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,3085,offer,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,10209,offering,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,27258,offline,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,3629,often,16,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,316,om,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,40542,omitted,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,3131,once,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,832,one,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,6305,ones,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,2930,online,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,1193,only,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,1825,open,4,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,27149,operates,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,7677,operations,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,10708,opportunities,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,7706,optim,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,23669,optimal,5,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,26329,optimization,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,30536,optimize,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,34440,optimized,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,53841,oracle,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,10373,orders,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,19664,ordinary,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,18673,oret,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,17057,organized,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,1023,other,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5751,our,82,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,704,out,11,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,15632,outcome,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,20124,outcomes,8,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,2612,output,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,4994,outside,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,927,over,7,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,8244,overall,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,31805,overlook,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,85305,overshadow,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,43661,overt,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,1866,own,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,393,p,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,7318,paid,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,6857,pair,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,35526,paired,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,13840,pairs,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5684,paper,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,28417,parad,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,49340,paradigm,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,15638,parallel,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5852,parameter,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5137,parameters,3,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,961,part,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,7276,partial,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,19320,particle,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,8104,particularly,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5596,parts,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,3347,past,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,38970,pathway,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,44014,pathways,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,12912,patterns,4,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,16557,peak,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,26617,perceived,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,21063,perception,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,51866,perceptions,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,2804,perform,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,5178,performance,14,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,10887,performed,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,16785,performing,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,27772,performs,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,4261,period,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,29055,persona,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,4443,personal,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,10474,phase,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,25885,phenomenon,6,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,82423,phenotype,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,7106,physical,2,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,28415,physics,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,23396,pi,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,9863,pieces,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,KGW,meta-llama__Llama-3.1-8B-Instruct,28228,pin,1,rewritten_ai_KGW_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
