domain,algorithm,model,rank,token_id,token,count,source_file
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,92,14488,networks,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,93,23075,overcome,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,94,36050,improves,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,95,5938,associated,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,96,832,one,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,97,17226,diverse,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,98,3063,lead,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,99,12074,researchers,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,100,3539,employ,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,101,40019,introduces,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,102,18885,enhance,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,103,3230,specific,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,104,15105,technique,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,105,1253,may,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,106,21896,experiments,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,107,6492,analysis,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,108,864,pre,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,109,23674,moreover,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,110,5655,deep,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,111,4972,prior,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,112,20414,approaches,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,113,1070,there,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,114,57708,experimental,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,115,9256,tasks,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,116,11223,proposed,6,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,117,2686,address,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,118,1005,use,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,119,12384,algorithm,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,120,7718,essential,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,121,4856,rather,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,122,8040,developed,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,123,5107,difficult,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,124,6319,designed,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,125,4452,however,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,126,3823,human,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,127,28592,thereby,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,128,5825,provides,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,129,7863,compared,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,130,3493,provide,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,131,18911,presents,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,132,5542,train,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,133,8779,helps,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,134,8356,produce,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,135,1920,process,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,136,32216,demonstrates,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,137,8830,understanding,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,138,3967,known,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,139,13519,indicate,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,140,6522,leading,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,141,8815,challenge,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,142,17357,capabilities,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,143,12742,distinct,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,144,5780,machine,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,145,6677,knowledge,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,146,11951,specifically,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,147,7353,broad,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,148,2731,better,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,149,4382,simple,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,150,1606,because,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,151,2085,without,5,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,152,14968,yet,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,153,734,function,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,154,1664,well,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,155,3085,offer,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,156,5110,settings,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,157,743,set,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,158,4528,similar,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,159,6666,attention,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,160,21736,involve,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,161,6982,shown,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,162,17283,building,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,163,23537,requiring,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,164,23099,capability,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,165,17631,rely,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,166,27375,effectiveness,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,167,4595,types,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,168,51841,fairness,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,169,7999,adding,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,170,8999,meta,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,171,9303,current,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,172,45296,demonstrating,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,173,2728,given,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,174,8405,providing,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,175,5208,progress,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,176,1690,many,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,177,2204,different,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,178,2955,design,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,179,5536,impact,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,180,8522,applications,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,181,4860,questions,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,182,4284,suggest,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,183,8720,assess,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,184,43678,transformer,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,185,22020,highlights,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,186,41891,tailored,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,187,18468,detection,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,188,5789,areas,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,189,2380,three,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,190,2274,develop,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,191,16358,impressive,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,192,42025,inaccur,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,193,602,i,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,194,5448,images,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,195,26338,reduces,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,196,3293,recent,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,197,77582,leveraging,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,198,1614,state,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,199,47614,assessing,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,200,7347,limited,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,201,8957,chain,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,202,8625,remains,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,203,3738,certain,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,204,31576,domains,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,205,4048,learn,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,206,10541,although,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,207,892,time,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,208,16195,comprehensive,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,209,50829,exhibits,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,210,1205,need,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,211,8066,generated,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,212,30525,datasets,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,213,5304,upon,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,214,14955,findings,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,215,79482,forecasting,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,216,5357,focus,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,217,43303,feasible,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,218,13882,widely,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,219,1403,two,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,220,1766,found,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,221,16865,evaluation,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,222,55580,computational,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,223,11383,typically,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,224,13893,potentially,4,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,225,51242,employs,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,226,38969,empir,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,227,1855,each,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,228,2038,information,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,229,7612,requires,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,230,13171,capable,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,231,20011,employed,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,232,3508,whether,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,233,30820,efficiently,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,234,3060,either,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,235,58603,interestingly,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,236,26431,significance,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,237,7720,benefits,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,238,10737,adapt,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,239,4669,via,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,240,35988,utilizing,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,241,9547,factors,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,242,16188,fundamental,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,243,480,g,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,244,7373,fully,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,245,15453,initially,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,246,30295,dynamics,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,247,2391,during,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,248,8670,requirements,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,249,15398,scenario,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,250,1288,should,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,251,25351,shed,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,252,3892,several,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,253,6425,solution,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,254,328,s,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
ai,SynthID,meta-llama__Llama-3.1-8B-Instruct,255,659,self,3,rewritten_ai_SynthID_meta-llama__Llama-3.1-8B-Instruct_wm_token_freq.json
